object,op,key,detail,before_row,after_row,reason
hanrei,TRUE_DUP(dedup remove),29015330,merged into 判例ID=29015330 (survivor),29015330 | 東京地 | 20151105 | h26(ワ)13748 | 東京地|20151105|h26(ワ)13748 | 東京地方裁判所 | 平成２７年１１月５日 | 平成２６年（ワ）１３７４８号 | 監視カメラ撤去等請求事件,(removed; survivor=29015330 | 東京地 | 20151105 | h26(ワ)13748 | 東京地|20151105|h26(ワ)13748 | 東京地方裁判所 | 平成２７年１１月５日 | 平成２６年（ワ）１３７４８号 | 監視カメラ撤去等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231874,merged into 判例ID=28231874 (survivor),28231874 | 東京地 | 20150428 | h26(ワ)5011 | 東京地|20150428|h26(ワ)5011 | 東京地方裁判所 | 平成２７年４月２８日 | 平成２６年（ワ）５０１１号 | 損害賠償請求事件,(removed; survivor=28231874 | 東京地 | 20150428 | h26(ワ)5011 | 東京地|20150428|h26(ワ)5011 | 東京地方裁判所 | 平成２７年４月２８日 | 平成２６年（ワ）５０１１号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233904,merged into 判例ID=28233904 (survivor),28233904 | 東京地 | 20151029 | h27(ワ)1025 | 東京地|20151029|h27(ワ)1025 | 東京地方裁判所 | 平成２７年１０月２９日 | 平成２７年（ワ）１０２５号 | 特許権侵害差止請求事件,(removed; survivor=28233904 | 東京地 | 20151029 | h27(ワ)1025 | 東京地|20151029|h27(ワ)1025 | 東京地方裁判所 | 平成２７年１０月２９日 | 平成２７年（ワ）１０２５号 | 特許権侵害差止請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28230611,merged into 判例ID=28230611 (survivor),28230611 | 大阪地 | 20150128 | h23(ワ)8408 | 大阪地|20150128|h23(ワ)8408 | 大阪地方裁判所 | 平成２７年１月２８日 | 平成２３年（ワ）８４０８号 | 地位確認等請求事件,(removed; survivor=28230611 | 大阪地 | 20150128 | h23(ワ)8408 | 大阪地|20150128|h23(ワ)8408 | 大阪地方裁判所 | 平成２７年１月２８日 | 平成２３年（ワ）８４０８号 | 地位確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28241029,merged into 判例ID=28241029 (survivor),28241029 | 大阪地 | 20151130 | h25(ワ)7442 | 大阪地|20151130|h25(ワ)7442 | 大阪地方裁判所 | 平成２７年１１月３０日 | 平成２５年（ワ）７４４２号 | 地位確認等請求事件,(removed; survivor=28241029 | 大阪地 | 20151130 | h25(ワ)7442 | 大阪地|20151130|h25(ワ)7442 | 大阪地方裁判所 | 平成２７年１１月３０日 | 平成２５年（ワ）７４４２号 | 地位確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28243060,merged into 判例ID=28243060 (survivor),28243060 | 東京高 | 20150324 | h26(ネ)4769 | 東京高|20150324|h26(ネ)4769 | 東京高等裁判所 | 平成２７年３月２４日 | 平成２６年（ネ）４７６９号 | 譲受債権、譲受債権不存在確認反訴請求控訴事件,(removed; survivor=28243060 | 東京高 | 20150324 | h26(ネ)4769 | 東京高|20150324|h26(ネ)4769 | 東京高等裁判所 | 平成２７年３月２４日 | 平成２６年（ネ）４７６９号 | 譲受債権、譲受債権不存在確認反訴請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240239,merged into 判例ID=28240239 (survivor),28240239 | 東京高 | 20151222 | h26(ネ)5388 | 東京高|20151222|h26(ネ)5388 | 東京高等裁判所 | 平成２７年１２月２２日 | 平成２６年（ネ）５３８８号 | 損害賠償請求控訴事件,(removed; survivor=28240239 | 東京高 | 20151222 | h26(ネ)5388 | 東京高|20151222|h26(ネ)5388 | 東京高等裁判所 | 平成２７年１２月２２日 | 平成２６年（ネ）５３８８号 | 損害賠償請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232288,merged into 判例ID=28232288 (survivor),28232288 | 東京高 | 20150528 | h26(行コ)177 | 東京高|20150528|h26(行コ)177 | 東京高等裁判所 | 平成２７年５月２８日 | 平成２６年（行コ）１７７号 | 懲戒処分取消等請求控訴事件,(removed; survivor=28232288 | 東京高 | 20150528 | h26(行コ)177 | 東京高|20150528|h26(行コ)177 | 東京高等裁判所 | 平成２７年５月２８日 | 平成２６年（行コ）１７７号 | 懲戒処分取消等請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234034,merged into 判例ID=28234034 (survivor),28234034 | 東京高 | 20151111 | h27(ネ)2592 | 東京高|20151111|h27(ネ)2592 | 東京高等裁判所 | 平成２７年１１月１１日 | 平成２７年（ネ）２５９２号 | 地位確認等請求控訴事件,(removed; survivor=28234034 | 東京高 | 20151111 | h27(ネ)2592 | 東京高|20151111|h27(ネ)2592 | 東京高等裁判所 | 平成２７年１１月１１日 | 平成２７年（ネ）２５９２号 | 地位確認等請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),29015979,merged into 判例ID=29015979 (survivor),29015979 | 東京地 | 20151204 | h26(ワ)20094 | 東京地|20151204|h26(ワ)20094 | 東京地方裁判所 | 平成２７年１２月４日 | 平成２６年（ワ）２００９４号 | 損害賠償等請求事件,(removed; survivor=29015979 | 東京地 | 20151204 | h26(ワ)20094 | 東京地|20151204|h26(ワ)20094 | 東京地方裁判所 | 平成２７年１２月４日 | 平成２６年（ワ）２００９４号 | 損害賠償等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240251,merged into 判例ID=28240251 (survivor),28240251 | 東京地 | 20151112 | h26(ワ)20312 | 東京地|20151112|h26(ワ)20312 | 東京地方裁判所 | 平成２７年１１月１２日 | 平成２６年（ワ）２０３１２号 | 優先的破産債権確認請求事件,(removed; survivor=28240251 | 東京地 | 20151112 | h26(ワ)20312 | 東京地|20151112|h26(ワ)20312 | 東京地方裁判所 | 平成２７年１１月１２日 | 平成２６年（ワ）２０３１２号 | 優先的破産債権確認請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234223,merged into 判例ID=28234223 (survivor),28234223 | 東京地 | 20151026 | h26(行ウ)595 | 東京地|20151026|h26(行ウ)595 | 東京地方裁判所 | 平成２７年１０月２６日 | 平成２６年（行ウ）５９５号 | 懲戒処分取消等請求事件,(removed; survivor=28234223 | 東京地 | 20151026 | h26(行ウ)595 | 東京地|20151026|h26(行ウ)595 | 東京地方裁判所 | 平成２７年１０月２６日 | 平成２６年（行ウ）５９５号 | 懲戒処分取消等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28241278,merged into 判例ID=28241278 (survivor),28241278 | 東京地 | 20150818 | h27(特わ)572 | 東京地|20150818|h27(特わ)572 | 東京地方裁判所 | 平成２７年８月１８日 | 平成２７年（特わ）５７２号 | 金融商品取引法違反被告事件,(removed; survivor=28241278 | 東京地 | 20150818 | h27(特わ)572 | 東京地|20150818|h27(特わ)572 | 東京地方裁判所 | 平成２７年８月１８日 | 平成２７年（特わ）５７２号 | 金融商品取引法違反被告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234616,merged into 判例ID=28234616 (survivor),28234616 | 福井地 | 20151224 | h27(モ)38 | 福井地|20151224|h27(モ)38 | 福井地方裁判所 | 平成２７年１２月２４日 | 平成２７年（モ）３８号 | 保全異議申立事件,(removed; survivor=28234616 | 福井地 | 20151224 | h27(モ)38 | 福井地|20151224|h27(モ)38 | 福井地方裁判所 | 平成２７年１２月２４日 | 平成２７年（モ）３８号 | 保全異議申立事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28242157,merged into 判例ID=28242157 (survivor),28242157 | 甲府地 | 20151006 | h25(ワ)381 | 甲府地|20151006|h25(ワ)381 | 甲府地方裁判所 | 平成２７年１０月６日 | 平成２５年（ワ）３８１号 | 損害賠償請求事件,(removed; survivor=28242157 | 甲府地 | 20151006 | h25(ワ)381 | 甲府地|20151006|h25(ワ)381 | 甲府地方裁判所 | 平成２７年１０月６日 | 平成２５年（ワ）３８１号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233548,merged into 判例ID=28233548 (survivor),28233548 | 大阪地 | 20150916 | h24(ワ)5418 | 大阪地|20150916|h24(ワ)5418 | 大阪地方裁判所 | 平成２７年９月１６日 | 平成２４年（ワ）５４１８号 | 損害賠償請求事件,(removed; survivor=28233548 | 大阪地 | 20150916 | h24(ワ)5418 | 大阪地|20150916|h24(ワ)5418 | 大阪地方裁判所 | 平成２７年９月１６日 | 平成２４年（ワ）５４１８号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231567,merged into 判例ID=28231567 (survivor),28231567 | 大阪地 | 20150326 | h26(ワ)5064 | 大阪地|20150326|h26(ワ)5064 | 大阪地方裁判所 | 平成２７年３月２６日 | 平成２６年（ワ）５０６４号 | 実用新案権侵害差止請求権不存在確認等請求事件,(removed; survivor=28231567 | 大阪地 | 20150326 | h26(ワ)5064 | 大阪地|20150326|h26(ワ)5064 | 大阪地方裁判所 | 平成２７年３月２６日 | 平成２６年（ワ）５０６４号 | 実用新案権侵害差止請求権不存在確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240448,merged into 判例ID=28240448 (survivor),28240448 | 大阪地 | 20151214 | h27(モ)90003 | 大阪地|20151214|h27(モ)90003 | 大阪地方裁判所 | 平成２７年１２月１４日 | 平成２７年（モ）９０００３号 | 役員等の損害賠償請求権の査定申立事件,(removed; survivor=28240448 | 大阪地 | 20151214 | h27(モ)90003 | 大阪地|20151214|h27(モ)90003 | 大阪地方裁判所 | 平成２７年１２月１４日 | 平成２７年（モ）９０００３号 | 役員等の損害賠償請求権の査定申立事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233567,merged into 判例ID=28233567 (survivor),28233567 | 大阪地 | 20150924 | h27(ワ)731 | 大阪地|20150924|h27(ワ)731 | 大阪地方裁判所 | 平成２７年９月２４日 | 平成２７年（ワ）７３１号 | 損害賠償請求事件,(removed; survivor=28233567 | 大阪地 | 20150924 | h27(ワ)731 | 大阪地|20150924|h27(ワ)731 | 大阪地方裁判所 | 平成２７年９月２４日 | 平成２７年（ワ）７３１号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28250366,merged into 判例ID=28250366 (survivor),28250366 | 鳥取地 | 20150909 | h22(ワ)110 | 鳥取地|20150909|h22(ワ)110 | 鳥取地方裁判所 | 平成２７年９月９日 | 平成２２年（ワ）１１０号 | 国家賠償請求事件,(removed; survivor=28250366 | 鳥取地 | 20150909 | h22(ワ)110 | 鳥取地|20150909|h22(ワ)110 | 鳥取地方裁判所 | 平成２７年９月９日 | 平成２２年（ワ）１１０号 | 国家賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232689,merged into 判例ID=28232689 (survivor),28232689 | 山口地 | 20150708 | h24(ワ)212 | 山口地|20150708|h24(ワ)212 | 山口地方裁判所 | 平成２７年７月８日 | 平成２４年（ワ）２１２号 | 損害賠償請求事件,(removed; survivor=28232689 | 山口地 | 20150708 | h24(ワ)212 | 山口地|20150708|h24(ワ)212 | 山口地方裁判所 | 平成２７年７月８日 | 平成２４年（ワ）２１２号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240591,merged into 判例ID=28240591 (survivor),28240591 | 山口地萩支 | 20150323 | h25(ワ)21 | 山口地萩支|20150323|h25(ワ)21 | 山口地方裁判所萩支部 | 平成２７年３月２３日 | 平成２５年（ワ）２１号 | 損害賠償請求事件,(removed; survivor=28240591 | 山口地萩支 | 20150323 | h25(ワ)21 | 山口地萩支|20150323|h25(ワ)21 | 山口地方裁判所萩支部 | 平成２７年３月２３日 | 平成２５年（ワ）２１号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232118,merged into 判例ID=28232118 (survivor),28232118 | 鹿児島地 | 20150515 | h18(ワ)772 | 鹿児島地|20150515|h18(ワ)772 | 鹿児島地方裁判所 | 平成２７年５月１５日 | 平成１８年（ワ）７７２号 | 損害賠償請求事件,(removed; survivor=28232118 | 鹿児島地 | 20150515 | h18(ワ)772 | 鹿児島地|20150515|h18(ワ)772 | 鹿児島地方裁判所 | 平成２７年５月１５日 | 平成１８年（ワ）７７２号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231706,merged into 判例ID=28231706 (survivor),28231706 | 鹿児島地 | 20150422 | h26(ヨ)36 | 鹿児島地|20150422|h26(ヨ)36 | 鹿児島地方裁判所 | 平成２７年４月２２日 | 平成２６年（ヨ）３６号 | 川内原発稼働等差止仮処分申立事件,(removed; survivor=28231706 | 鹿児島地 | 20150422 | h26(ヨ)36 | 鹿児島地|20150422|h26(ヨ)36 | 鹿児島地方裁判所 | 平成２７年４月２２日 | 平成２６年（ヨ）３６号 | 川内原発稼働等差止仮処分申立事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234500,merged into 判例ID=28234500 (survivor),28234500 | 那覇地沖縄支 | 20150611 | h24(ワ)290 | 那覇地沖縄支|20150611|h24(ワ)290 | 那覇地方裁判所沖縄支部 | 平成２７年６月１１日 | 平成２４年（ワ）２９０号／平成２４年（ワ）３５９号／平成２５年（ワ）６５号／平成２５年（ワ）３８３号 | 損害賠償請求事件,(removed; survivor=28234500 | 那覇地沖縄支 | 20150611 | h24(ワ)290h24(ワ)359h25(ワ)65h25(ワ)383 | 那覇地沖縄支|20150611|h24(ワ)290h24(ワ)359h25(ワ)65h25(ワ)383 | 那覇地方裁判所沖縄支部 | 平成２７年６月１１日 | 平成２４年（ワ）２９０号／平成２４年（ワ）３５９号／平成２５年（ワ）６５号／平成２５年（ワ）３８３号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234032,merged into 判例ID=28234032 (survivor),28234032 | さいたま地 | 20150325 | h21(ワ)2203 | さいたま地|20150325|h21(ワ)2203 | さいたま地方裁判所 | 平成２７年３月２５日 | 平成２１年（ワ）２２０３号 | 地位確認等請求事件,(removed; survivor=28234032 | さいたま地 | 20150325 | h21(ワ)2203 | さいたま地|20150325|h21(ワ)2203 | さいたま地方裁判所 | 平成２７年３月２５日 | 平成２１年（ワ）２２０３号 | 地位確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28242490,merged into 判例ID=28242490 (survivor),28242490 | 大阪家 | 20150313 | h26(家)7727 | 大阪家|20150313|h26(家)7727 | 大阪家庭裁判所 | 平成２７年３月１３日 | 平成２６年（家）７７２７号 | 子の監護に関する処分（面会交流）申立事件,(removed; survivor=28242490 | 大阪家 | 20150313 | h26(家)7727 | 大阪家|20150313|h26(家)7727 | 大阪家庭裁判所 | 平成２７年３月１３日 | 平成２６年（家）７７２７号 | 子の監護に関する処分（面会交流）申立事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28230672,merged into 判例ID=28230672 (survivor),28230672 | 最高第2小法廷 | 20150204 | h26(オ)1523 | 最高第2小法廷|20150204|h26(オ)1523 | 最高裁判所第二小法廷 | 平成２７年２月４日 | 平成２６年（オ）１５２３号／平成２６年（受）１９５５号 | 地位確認等請求事件,(removed; survivor=28230672 | 最高第2小法廷 | 20150204 | h26(オ)1523h26(受)1955 | 最高第2小法廷|20150204|h26(オ)1523h26(受)1955 | 最高裁判所第二小法廷 | 平成２７年２月４日 | 平成２６年（オ）１５２３号／平成２６年（受）１９５５号 | 地位確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240330,merged into 判例ID=28240330 (survivor),28240330 | 札幌高 | 20151002 | h27(ネ)22 | 札幌高|20151002|h27(ネ)22 | 札幌高等裁判所 | 平成２７年１０月２日 | 平成２７年（ネ）２２号 | 懲戒処分無効確認等請求控訴事件,(removed; survivor=28240330 | 札幌高 | 20151002 | h27(ネ)22 | 札幌高|20151002|h27(ネ)22 | 札幌高等裁判所 | 平成２７年１０月２日 | 平成２７年（ネ）２２号 | 懲戒処分無効確認等請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231675,merged into 判例ID=28231675 (survivor),28231675 | 東京高 | 20150209 | h26(ラ)2191 | 東京高|20150209|h26(ラ)2191 | 東京高等裁判所 | 平成２７年２月９日 | 平成２６年（ラ）２１９１号 | 訴訟費用額確定処分に対する異議申立却下決定に対する抗告事件,(removed; survivor=28231675 | 東京高 | 20150209 | h26(ラ)2191 | 東京高|20150209|h26(ラ)2191 | 東京高等裁判所 | 平成２７年２月９日 | 平成２６年（ラ）２１９１号 | 訴訟費用額確定処分に対する異議申立却下決定に対する抗告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233760,merged into 判例ID=28233760 (survivor),28233760 | 東京高 | 20150826 | h27(ネ)2027 | 東京高|20150826|h27(ネ)2027 | 東京高等裁判所 | 平成２７年８月２６日 | 平成２７年（ネ）２０２７号 | 損害賠償請求控訴事件,(removed; survivor=28233760 | 東京高 | 20150826 | h27(ネ)2027 | 東京高|20150826|h27(ネ)2027 | 東京高等裁判所 | 平成２７年８月２６日 | 平成２７年（ネ）２０２７号 | 損害賠償請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28260273,merged into 判例ID=28260273 (survivor),28260273 | 東京高 | 20150827 | h27(ネ)882 | 東京高|20150827|h27(ネ)882 | 東京高等裁判所 | 平成２７年８月２７日 | 平成２７年（ネ）８８２号 | 遺言無効確認等請求控訴事件,(removed; survivor=28260273 | 東京高 | 20150827 | h27(ネ)882 | 東京高|20150827|h27(ネ)882 | 東京高等裁判所 | 平成２７年８月２７日 | 平成２７年（ネ）８８２号 | 遺言無効確認等請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28251071,merged into 判例ID=28251071 (survivor),28251071 | 東京高 | 20150911 | h27(ラ)1322 | 東京高|20150911|h27(ラ)1322 | 東京高等裁判所 | 平成２７年９月１１日 | 平成２７年（ラ）１３２２号 | 閲覧等制限申立却下決定に対する抗告事件,(removed; survivor=28251071 | 東京高 | 20150911 | h27(ラ)1322 | 東京高|20150911|h27(ラ)1322 | 東京高等裁判所 | 平成２７年９月１１日 | 平成２７年（ラ）１３２２号 | 閲覧等制限申立却下決定に対する抗告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28251069,merged into 判例ID=28251069 (survivor),28251069 | 東京高 | 20150406 | h27(ラ)511 | 東京高|20150406|h27(ラ)511 | 東京高等裁判所 | 平成２７年４月６日 | 平成２７年（ラ）５１１号 | 閲覧等制限申立却下決定に対する抗告事件,(removed; survivor=28251069 | 東京高 | 20150406 | h27(ラ)511 | 東京高|20150406|h27(ラ)511 | 東京高等裁判所 | 平成２７年４月６日 | 平成２７年（ラ）５１１号 | 閲覧等制限申立却下決定に対する抗告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231317,merged into 判例ID=28231317 (survivor),28231317 | 知財高 | 20150325 | h25(ネ)10104 | 知財高|20150325|h25(ネ)10104 | 知的財産高等裁判所 | 平成２７年３月２５日 | 平成２５年（ネ）１０１０４号 | 損害賠償請求控訴事件,(removed; survivor=28231317 | 知財高 | 20150325 | h25(ネ)10104 | 知財高|20150325|h25(ネ)10104 | 知的財産高等裁判所 | 平成２７年３月２５日 | 平成２５年（ネ）１０１０４号 | 損害賠償請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28230801,merged into 判例ID=28230801 (survivor),28230801 | 知財高 | 20150225 | h26(行ケ)10089 | 知財高|20150225|h26(行ケ)10089 | 知的財産高等裁判所 | 平成２７年２月２５日 | 平成２６年（行ケ）１００８９号 | 審決取消請求事件,(removed; survivor=28230801 | 知財高 | 20150225 | h26(行ケ)10089 | 知財高|20150225|h26(行ケ)10089 | 知的財産高等裁判所 | 平成２７年２月２５日 | 平成２６年（行ケ）１００８９号 | 審決取消請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233134,merged into 判例ID=28233134 (survivor),28233134 | 知財高 | 20150826 | h26(行ケ)10235 | 知財高|20150826|h26(行ケ)10235 | 知的財産高等裁判所 | 平成２７年８月２６日 | 平成２６年（行ケ）１０２３５号 | 審決取消請求事件,(removed; survivor=28233134 | 知財高 | 20150826 | h26(行ケ)10235 | 知財高|20150826|h26(行ケ)10235 | 知的財産高等裁判所 | 平成２７年８月２６日 | 平成２６年（行ケ）１０２３５号 | 審決取消請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240794,merged into 判例ID=28240794 (survivor),28240794 | 大阪高 | 20150529 | h26(ネ)1534 | 大阪高|20150529|h26(ネ)1534 | 大阪高等裁判所 | 平成２７年５月２９日 | 平成２６年（ネ）１５３４号 | 損害賠償請求控訴事件,(removed; survivor=28240794 | 大阪高 | 20150529 | h26(ネ)1534 | 大阪高|20150529|h26(ネ)1534 | 大阪高等裁判所 | 平成２７年５月２９日 | 平成２６年（ネ）１５３４号 | 損害賠償請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231610,merged into 判例ID=28231610 (survivor),28231610 | 大阪高 | 20150129 | h26(ネ)2227 | 大阪高|20150129|h26(ネ)2227 | 大阪高等裁判所 | 平成２７年１月２９日 | 平成２６年（ネ）２２２７号 | 損害賠償請求控訴事件,(removed; survivor=28231610 | 大阪高 | 20150129 | h26(ネ)2227 | 大阪高|20150129|h26(ネ)2227 | 大阪高等裁判所 | 平成２７年１月２９日 | 平成２６年（ネ）２２２７号 | 損害賠償請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240021,merged into 判例ID=28240021 (survivor),28240021 | 大阪高 | 20150306 | h26(ラ)1395 | 大阪高|20150306|h26(ラ)1395 | 大阪高等裁判所 | 平成２７年３月６日 | 平成２６年（ラ）１３９５号 | 遺産分割審判及び寄与分を定める処分申立却下審判に対する抗告事件,(removed; survivor=28240021 | 大阪高 | 20150306 | h26(ラ)1395 | 大阪高|20150306|h26(ラ)1395 | 大阪高等裁判所 | 平成２７年３月６日 | 平成２６年（ラ）１３９５号 | 遺産分割審判及び寄与分を定める処分申立却下審判に対する抗告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233234,merged into 判例ID=28233234 (survivor),28233234 | 大阪高 | 20150603 | h27(ネ)110 | 大阪高|20150603|h27(ネ)110 | 大阪高等裁判所 | 平成２７年６月３日 | 平成２７年（ネ）１１０号 | 詐害行為取消請求控訴事件,(removed; survivor=28233234 | 大阪高 | 20150603 | h27(ネ)110 | 大阪高|20150603|h27(ネ)110 | 大阪高等裁判所 | 平成２７年６月３日 | 平成２７年（ネ）１１０号 | 詐害行為取消請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234183,merged into 判例ID=28234183 (survivor),28234183 | 広島高 | 20150527 | h26(ネ)110 | 広島高|20150527|h26(ネ)110 | 広島高等裁判所 | 平成２７年５月２７日 | 平成２６年（ネ）１１０号 | 損害賠償請求控訴事件,(removed; survivor=28234183 | 広島高 | 20150527 | h26(ネ)110 | 広島高|20150527|h26(ネ)110 | 広島高等裁判所 | 平成２７年５月２７日 | 平成２６年（ネ）１１０号 | 損害賠償請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233329,merged into 判例ID=28233329 (survivor),28233329 | 福岡高 | 20150610 | h27(ラ)149 | 福岡高|20150610|h27(ラ)149 | 福岡高等裁判所 | 平成２７年６月１０日 | 平成２７年（ラ）１４９号 | 間接強制変更決定に対する執行抗告事件,(removed; survivor=28233329 | 福岡高 | 20150610 | h27(ラ)149 | 福岡高|20150610|h27(ラ)149 | 福岡高等裁判所 | 平成２７年６月１０日 | 平成２７年（ラ）１４９号 | 間接強制変更決定に対する執行抗告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28241966,merged into 判例ID=28241966 (survivor),28241966 | 青森地 | 20150123 | h25(ワ)58 | 青森地|20150123|h25(ワ)58 | 青森地方裁判所 | 平成２７年１月２３日 | 平成２５年（ワ）５８号 | 損害賠償請求事件,(removed; survivor=28241966 | 青森地 | 20150123 | h25(ワ)58 | 青森地|20150123|h25(ワ)58 | 青森地方裁判所 | 平成２７年１月２３日 | 平成２５年（ワ）５８号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234182,merged into 判例ID=28234182 (survivor),28234182 | 東京地 | 20150525 | h21(ワ)34395 | 東京地|20150525|h21(ワ)34395 | 東京地方裁判所 | 平成２７年５月２５日 | 平成２１年（ワ）３４３９５号 | 損害賠償請求事件,(removed; survivor=28234182 | 東京地 | 20150525 | h21(ワ)34395 | 東京地|20150525|h21(ワ)34395 | 東京地方裁判所 | 平成２７年５月２５日 | 平成２１年（ワ）３４３９５号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232296,merged into 判例ID=28232296 (survivor),28232296 | 東京地 | 20150126 | h22(ワ)30427 | 東京地|20150126|h22(ワ)30427 | 東京地方裁判所 | 平成２７年１月２６日 | 平成２２年（ワ）３０４２７号／平成２３年（ワ）３０４９号 | 建物賃料減額確認請求本訴・賃料請求反訴事件,(removed; survivor=28232296 | 東京地 | 20150126 | h22(ワ)30427h23(ワ)3049 | 東京地|20150126|h22(ワ)30427h23(ワ)3049 | 東京地方裁判所 | 平成２７年１月２６日 | 平成２２年（ワ）３０４２７号／平成２３年（ワ）３０４９号 | 建物賃料減額確認請求本訴・賃料請求反訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231537,merged into 判例ID=28231537 (survivor),28231537 | 東京地 | 20150313 | h23(ワ)13165 | 東京地|20150313|h23(ワ)13165 | 東京地方裁判所 | 平成２７年３月１３日 | 平成２３年（ワ）１３１６５号 | 損害賠償請求事件,(removed; survivor=28231537 | 東京地 | 20150313 | h23(ワ)13165 | 東京地|20150313|h23(ワ)13165 | 東京地方裁判所 | 平成２７年３月１３日 | 平成２３年（ワ）１３１６５号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240028,merged into 判例ID=28240028 (survivor),28240028 | 東京地 | 20150325 | h23(ワ)41017 | 東京地|20150325|h23(ワ)41017 | 東京地方裁判所 | 平成２７年３月２５日 | 平成２３年（ワ）４１０１７号／平成２５年（ワ）３２２７５号 | 損害賠償請求事件,(removed; survivor=28240028 | 東京地 | 20150325 | h23(ワ)41017h25(ワ)32275 | 東京地|20150325|h23(ワ)41017h25(ワ)32275 | 東京地方裁判所 | 平成２７年３月２５日 | 平成２３年（ワ）４１０１７号／平成２５年（ワ）３２２７５号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
