article_id,title,court_extracted,date_extracted,extracted_ok,hanrei_id_candidate,match_status
issn:0448-0791#1563#p100,同一の当事者間に数個の金銭消費貸借契約に基づく各元本債務が存在する場合における借主による充当の指定のない一部弁済と債務の承認（平成２９年法律第４４号による改正前の民法１４７条３号）による消滅時効の中断（令和２．１２．１５最高三小判）＜最高裁時の判例 民事＞,最高三小,20201215,1,28284131,matched_unique
issn:0448-0791#1563#p109,小売業者の納入業者に対する優越的地位の濫用――ラルズ事件高裁判決（令和３．３．３東京高判）＜経済法判例研究会２９８＞,東京高,20210303,1,28302722;28292020,matched_multi
issn:0448-0791#1563#p113,未成年後見人が未成年者を代理して締結した生命保険契約（平成３０．３．２０東京地判）＜商事判例研究３４２９＞,東京地,20180320,1,29049419;29049748;29049795;29049796;29049153,matched_multi
issn:0448-0791#1563#p117,株主による臨時株主総会開催と監査役の開催禁止の申立て（令和２．１１．２東京高決）＜商事判例研究３４３０＞,東京高,20201102,1,28290043,matched_unique
issn:0448-0791#1563#p121,利益保険における利得禁止原則と請求権代位（令和２．６．２９東京地判）＜商事判例研究３４３１＞,東京地,20200629,1,28281943;29060449;29060448;29060450;28293193,matched_multi
issn:0448-0791#1563#p2,会計限定監査役の任務懈怠（令和３．７．１９最高二小判）＜会社法判例速報＞,最高二小,20210719,1,28292420,matched_unique
issn:0448-0791#1563#p4,コース別人事制度の性差別――巴機械サービス事件（令和３．３．２３横浜地判）＜労働判例速報＞,横浜地,20210323,1,28292400,matched_unique
issn:0448-0791#1563#p66,「孔子廟訴訟」大法廷判決について（令和３．２．２４最高大判）＜時論＞,最高大,20210224,1,28290601,matched_unique
issn:0448-0791#1563#p91,鑑定のために必要な処分としてされた死体の解剖の写真に係る情報が記録された電磁的記録媒体が民訴法２２０条３号所定のいわゆる法律関係文書に該当するとされた事例（令和２．３．２４最高三小決）＜最高裁時の判例 民事＞,最高三小,20200324,1,28281160;28281075;28281158;28341597;28282395,matched_multi
issn:0448-0791#1563#p95,少年保護事件を題材として家庭裁判所調査官が執筆した論文を雑誌及び書籍において公表した行為がプライバシーの侵害として不法行為法上違法とはいえないとされた事例（令和２．１０．９最高二小判）＜最高裁時の判例 民事＞,最高二小,20201009,1,28283111;28283136;28341477,matched_multi
issn:0448-0791#1564#p10,滞納処分の基礎となる租税の遡及的消滅の場合の過納金の計算方法（令和３．６．２２最高三小判）＜租税判例速報＞,最高三小,20210622,1,28311689;28292148,matched_multi
issn:0448-0791#1564#p101,社債と利息制限法１条の適用の有無（令和３．１．２６最高三小判）＜最高裁時の判例 民事＞,最高三小,20210126,1,28290238,matched_unique
issn:0448-0791#1564#p115,株主総会決議の瑕疵と代表取締役，顧問弁護士の不法行為責任（平成３０．４．１８名古屋高判）＜商事判例研究３４３２＞,名古屋高,20180418,1,28272946;28270701;28265549;28264798,matched_multi
issn:0448-0791#1564#p119,特例有限会社の取締役解任にかかる賠償請求が否定された事例（平成３０．４．２５東京地判）＜商事判例研究３４３３＞,東京地,20180425,1,29048445;29048592;29048664;29048542;29048543,matched_multi
issn:0448-0791#1564#p123,銀行持株会社取締役のグループ内部統制システムに関する義務（令和２．２．２７東京地判）＜商事判例研究３４３４＞,東京地,20200227,1,28281455;29059119;28283814;29059190;29059193,matched_multi
issn:0448-0791#1564#p127,労働審判における口外禁止条項の違法性と国家賠償責任――国（口外禁止条項）事件（令和２．１２．１長崎地判）＜労働判例研究１４０５＞,長崎地,20201201,1,28290075,matched_unique
issn:0448-0791#1564#p131,無期転換した労働者に対する正社員就業規則の適用の有無――ハマキョウレックス（無期契約社員）事件（令和２．１１．２５大阪地判）＜労働判例研究１４０６＞,大阪地,20201125,1,28284173;28291787,matched_multi
issn:0448-0791#1564#p135,所得税基本通達５９－６に明記されていない財産評価基本通達の読替え――タキゲン事件（令和２．３．２４最高三小判）＜租税判例研究５８５＞,最高三小,20200324,1,28281160;28281075;28281158;28341597;28282395,matched_multi
issn:0448-0791#1564#p139,米国前訴に対抗する消極的確認訴訟の国際裁判管轄を否定した事例（令和３．１．２１大阪地判）＜渉外判例研究６９７＞,大阪地,20210121,1,28291102;28291101;28300537;28292477,matched_multi
issn:0448-0791#1564#p2,「株主総会の決議は出席株主全員の同意を要する」旨の定款の定めの有効性（令和３．４．２２東京高判）＜会社法判例速報＞,東京高,20210422,1,28292212;28310331,matched_multi
issn:0448-0791#1564#p4,事故の約２年後に発病した適応障害に対する労災保険給付不支給処分の適法性――国・一宮労基署長（ティーエヌ製作所）事件（令和３．４．２８名古屋高判）＜労働判例速報＞,名古屋高,20210428,1,28291772,matched_unique
issn:0448-0791#1564#p6,サービス販売の抱き合わせ・優越的地位濫用該当性が争われた事例――ＵＭｓ対アリババ事件東京高裁判決（令和２．１１．１９東京高判）＜独禁法事例速報＞,東京高,20201119,1,28290687;28292864;28290904;28290356,matched_multi
issn:0448-0791#1564#p92,制限超過利息等についての不当利得返還請求権に係る破産債権が確定した場合において当該制限超過利息等の受領の日が属する事業年度の益金の額を減額する計算方法と一般に公正妥当と認められる会計処理の基準（令和２．７．２最高一小判）＜最高裁時の判例 民事＞,最高一小,20200702,1,28281824,matched_unique
issn:0448-0791#1564#p96,（１）有価証券届出書の財務計算に関する書類に係る部分に虚偽記載等がある場合に当該有価証券の募集に係る発行者等と元引受契約を締結した金融商品取引業者等が金融商品取引法２１条１項４号の損害賠償責任につき同条２項３号による免責を受けるための要件 （２）株式の上場に当たり提出された有価証券届出書のうち当該上場の最近事業年度及びその直前事業年度の財務諸表に虚偽記載があった場合において当該株式の発行者等と元引受契約を締結した金融商品取引業者の金融商品取引法２１条１項４号の損害賠償責任につき同条２項３号による免責が否定された事例（令和２．１２．２２最高三小判）＜最高裁時の判例 民事＞,最高三小,20201222,1,28284225;28322046,matched_multi
issn:0448-0791#1565#p10,遺産分割成立後の更正の請求（令和３．６．２４最高一小判）＜租税判例速報＞,最高一小,20210624,1,28292710,matched_unique
issn:0448-0791#1565#p103,補助金等に係る予算の執行の適正化に関する法律２２条に基づくものとしてされた財産の処分の承認が同法７条３項による条件に基づいてされたものとして適法であるとされた事例（令和３．３．２最高三小判）＜最高裁時の判例 民事＞,最高三小,20210302,1,28290638,matched_unique
issn:0448-0791#1565#p109,民訴法１１８条３号の要件を具備しない懲罰的損害賠償としての金員の支払を命じた部分が含まれる外国裁判所の判決に係る債権について弁済がされた場合に，その弁済が上記部分に係る債権に充当されたものとして上記判決についての執行判決をすることの可否（令和３．５．２５最高三小判）＜最高裁時の判例 民事＞,最高三小,20210525,1,28291750,matched_unique
issn:0448-0791#1565#p115,株式譲渡契約における前提条件とその充足の有無（令和２．３．１９東京地判）＜商事判例研究３４３５＞,東京地,20200319,1,29060053;29059987;29059680;29059912;28281289,matched_multi
issn:0448-0791#1565#p119,いわゆる「人傷一括払」と人傷社による自賠責保険金の回収（令和２．３．１９福岡高判）＜商事判例研究３４３６＞,福岡高,20200319,1,28284286,matched_unique
issn:0448-0791#1565#p123,墓地売買等業務委託契約における宗教法人の債務不履行責任――信義則違反により否定（平成３０．３．９東京地判）＜商事判例研究３４３７＞,東京地,20180309,1,29049664;29049708;29049390;29049348;29049650,matched_multi
issn:0448-0791#1565#p127,組合の要求を自力執行の形で実現する目的に出た指名ストの正当性――学校法人関西外国語大学事件（令和３．１．２２大阪高判）＜労働判例研究１４０７＞,大阪高,20210122,1,28310486;28291869,matched_multi
issn:0448-0791#1565#p131,被虐待高齢者の短期入所措置および事実上の面会制限の違法性（令和元．７．２６大阪地判）＜労働判例研究１４０８＞,大阪地,20190726,1,28290138,matched_unique
issn:0448-0791#1565#p135,措置法２６条１項にいう「社会保険診療につき支払を受けるべき金額」の意義（令和２．１．３０東京地判）＜租税判例研究５８６＞,東京地,20200130,1,29058900;28281671;29059096;29058670;28280996,matched_multi
issn:0448-0791#1565#p139,労働契約に黙示の準拠法選択を認め通則法１２条２項の推定を覆した事例（平成３０．１０．２４東京高判）＜渉外判例研究６９８＞,東京高,20181024,1,28264952;28265169;28264967;28270193;28274156,matched_multi
issn:0448-0791#1565#p2.2,株式買取請求者の「債権者」（会社法３１８条４項）該当性（令和３．７．５最高二小判）＜会社法判例速報＞,最高二小,20210705,1,28292267,matched_unique
issn:0448-0791#1565#p4,アイドルの活動参加への「諾否の自由」と「労働者」性――Ｈプロジェクト事件（令和３．９．７東京地判）＜労働判例速報＞,東京地,20210907,1,29066800;29066799;29066381;29066417;29066661,matched_multi
issn:0448-0791#1565#p6,課徴金算定の対象となる「当該商品」該当性につき具体的に判断した事例――世紀東急工業（アスファルト合材）事件（令和３．８．５東京地判）＜独禁法事例速報＞,東京地,20210805,1,29066081;29066181;28293469;29065958;29066217,matched_multi
issn:0448-0791#1566#p136,医薬品，医療機器等の品質，有効性及び安全性の確保等に関する法律３６条の６第１項及び３項と憲法２２条１項（令和３．３．１８最高一小判）＜最高裁時の判例 民事＞,最高一小,20210318,1,28290886;28290915,matched_multi
issn:0448-0791#1566#p150,社員２名からなる合同会社における除名事由の解釈（令和元．７．３東京地判）＜商事判例研究３４３８＞,東京地,20190703,1,28274192;29057434;29057395;29057375;29057517,matched_multi
issn:0448-0791#1566#p154,会社法３１９条１項の同意と総会決議不存在の確認の利益（令和２．７．１５東京高判）＜商事判例研究３４３９＞,東京高,20200715,1,28290577,matched_unique
issn:0448-0791#1566#p158,暗号資産流出事件の場合に交換業者が送信指示に応じる義務（令和２．１２．２１東京地判）＜商事判例研究３４４０＞,東京地,20201221,1,28290905;29063355;29063356;28292783;28292784,matched_multi
issn:0448-0791#1566#p162,プロジェクト途上での雇止めの適否と無期労働契約の成否――高知県立大学事件（令和３．４．２高松高判）＜労働判例研究１４０９＞,高松高,20210402,1,28291528,matched_unique
issn:0448-0791#1566#p166,中退共退職金とＤＢ・厚生年金基金の遺族給付における配偶者概念――退職金等請求事件（令和３．３．２５最高一小判）＜労働判例研究１４１０＞,最高一小,20210325,1,28341419;28342254;28290974,matched_multi
issn:0448-0791#1566#p170,不相当に高額な役員給与の判定に最高額を用いた裁判例（令和２．１．３０東京地判）＜租税判例研究５８７＞,東京地,20200130,1,29058900;28281671;29059096;29058670;28280996,matched_multi
issn:0448-0791#1566#p174,外国の損害賠償判決が理由を伴う懲罰的賠償を含み，同国内で一部が弁済された場合の執行判決（令和３．５．２５最高三小判）＜渉外判例研究６９９＞,最高三小,20210525,1,28291750,matched_unique
issn:0448-0791#1566#p2,対抗措置発動のＭｏＭ要件による株主意思確認（令和３．１１．９東京高決）＜会社法判例速報＞,東京高,20211109,1,28300778;28301904;28300124,matched_multi
issn:0448-0791#1566#p4,労働者派遣法４０条の６第１項５号に基づき労働契約の成立を認めた裁判例――東リ事件（令和３．１１．４大阪高判）＜労働判例速報＞,大阪高,20211104,1,28293693,matched_unique
issn:0448-0791#1567#p107,超音波内視鏡と超音波観測装置の混合型企業結合（令和３．７．７公取委発表）＜経済法判例研究会３０１＞,,,0,,no_extract
issn:0448-0791#1567#p111,現実取引による相場操縦罪の構成要件――見せ玉による市場間操作と「違反者」の意義（令和２．７．１０東京高判）＜商事判例研究３４４１＞,東京高,20200710,1,28283089;28293130;28290196,matched_multi
issn:0448-0791#1567#p115,少数株主による株主総会招集許可の申立ての利益と特段の事情（令和２．１１．１０東京高決）＜商事判例研究３４４２＞,東京高,20201110,1,28290385;28321788,matched_multi
issn:0448-0791#1567#p123,新たな労働条件での再締結申込み拒否を理由とする雇止めの適法性――学校法人河合塾（雇止め）事件（令和３．８．５東京地判）＜労働判例研究１４１１＞,東京地,20210805,1,29066081;29066181;28293469;29065958;29066217,matched_multi
issn:0448-0791#1567#p127,業務委託契約による英会話講師の労働者性――ＮＯＶＡ事件（令和２．１０．２３名古屋高判）＜労働判例研究１４１２＞,名古屋高,20201023,1,28291328,matched_unique
issn:0448-0791#1567#p131,法人が資本の払戻しを行った場合における法人税法施行令２３条１項３号の法適合性（令和３．３．１１最高一小判）＜租税判例研究５８８＞,最高一小,20210311,1,28291305;28291306;28290768,matched_multi
issn:0448-0791#1567#p135,カリフォルニア州判決が手続的公序に反するとして執行が拒絶された事例（令和３．３．９東京地判）＜渉外判例研究７００＞,東京地,20210309,1,29063728;29064079;29064158;29063895;29064157,matched_multi
issn:0448-0791#1567#p97,乳幼児期に受けた集団予防接種等によってＢ型肝炎ウイルスに感染しＨＢｅ抗原陽性慢性肝炎の発症，鎮静化の後にＨＢｅ抗原陰性慢性肝炎を発症したことによる損害につきＨＢｅ抗原陰性慢性肝炎の発症の時が民法（平成２９年法律第４４号による改正前のもの）７２４条後段所定の除斥期間の起算点となるとされた事例（令和３．４．２６最高二小判）＜最高裁時の判例 民事＞,最高二小,20210426,1,28291384,matched_unique
issn:0448-0791#1568#p10,タックス・ヘイブン対策税制の請求権勘案保有株式等の基準時（令和３．３．１６東京地判）＜租税判例速報＞,東京地,20210316,1,29063546;29063972;29063774;29063561;29063482,matched_multi
issn:0448-0791#1568#p2,関連会社の業務執行に関する外国刑法違反と取締役解任の訴え（令和３．４．２２東京地判）＜会社法判例速報＞,東京地,20210422,1,29064295;29064767;29064262;29064400;29064388,matched_multi
issn:0448-0791#1568#p4,新型コロナウイルス感染拡大による売上減少に対応する休業中の休業手当請求の成否（令和３．１１．２９東京地判）＜労働判例速報＞,東京地,20211129,1,29067689;28300686;29067668;29067963;29067962,matched_multi
issn:0448-0791#1568#p6,消耗品をめぐるプリンタの設計変更を独禁法違反とした民事事例（令和３．９．３０東京地判）＜独禁法事例速報＞,東京地,20210930,1,29066726;29066504;29066441;29066343;29066507,matched_multi
issn:0448-0791#1569#p106,担保不動産競売の債務者が免責許可の決定を受け，同競売の基礎となった担保権の被担保債権が上記決定の効力を受ける場合における，当該債務者の相続人の民事執行法１８８条において準用する同法６８条にいう「債務者」該当性（令和３．６．２１最高一小決）＜最高裁時の判例 民事＞,最高一小,20210621,1,28292223,matched_unique
issn:0448-0791#1569#p109,複数年度分の普通徴収に係る個人の住民税を差押えに係る地方税とする滞納処分において当該差押えに係る地方税に配当された金銭であってその後に減額賦課決定がされた結果配当時に存在しなかったこととなる年度分の住民税に充当されていたものの帰すう（令和３．６．２２最高三小判）＜最高裁時の判例 民事＞,最高三小,20210622,1,28311689;28292148,matched_multi
issn:0448-0791#1569#p114,同意を伴う再販売価格維持行為の事例――コンビ事件公取委排除措置命令（令和元．７．２４公取委排除措置命令）＜経済法判例研究会３０３＞,,,0,,no_extract
issn:0448-0791#1569#p118,会計帳簿閲覧謄写請求の拒絶事由における競業者の認定（令和２．３．４東京地判）＜商事判例研究３４４７＞,東京地,20200304,1,28282938;29059675;29060111;29060112;29059583,matched_multi
issn:0448-0791#1569#p122,増資インサイダー取引における「重要事実の伝達」の有無（令和２．６．２５東京高判）＜商事判例研究３４４８＞,東京高,20200625,1,28282366;28282450,matched_multi
issn:0448-0791#1569#p126,有価証券報告書に記載された連結経常利益の虚偽性と重要性（令和３．３．１２横浜地判）＜商事判例研究３４４９＞,横浜地,20210312,1,28291207,matched_unique
issn:0448-0791#1569#p130,性自認に基づくトイレ利用の制限とその違法性――経済産業省事件（令和３．５．２７東京高判）＜労働判例研究１４１５＞,東京高,20210527,1,28311618;28291776;28292845,matched_multi
issn:0448-0791#1569#p134,バックグラウンド調査の結果に基づく内定取消しと就労意思の存否――ドリームエクスチェンジ事件（令和元．８．７東京地判）＜労働判例研究１４１６＞,東京地,20190807,1,29056072;28273272;29056046;29055958;29056110,matched_multi
issn:0448-0791#1569#p138,法人税法における訴訟上の和解に基づく解決金の損害賠償金該当性（令和２．８．６東京地判）＜租税判例研究５９０＞,東京地,20200806,1,29060740;29060907;29060899;28293579;28293200,matched_multi
issn:0448-0791#1569#p142,カジノでの遊興を目的とする資金貸付けを巡る香港高等法院での欠席判決と民訴法１１８条の公序（令和３．３．２４東京地判）＜渉外判例研究７０２＞,東京地,20210324,1,29064171;29063855;29064042;29063635;29064041,matched_multi
issn:0448-0791#1569#p2,取締役の内部統制体制構築義務（令和３．７．２１熊本地判）＜会社法判例速報＞,熊本地,20210721,1,28292678,matched_unique
issn:0448-0791#1569#p4,私傷病休職からの復職のために求められる職務遂行能力――シャープＮＥＣディスプレイソリューションズ事件（令和３．１２．２３横浜地判）＜労働判例速報＞,横浜地,20211223,1,28301878;28300417,matched_multi
issn:0448-0791#1571#p10,外国子会社合算税制における適用除外記載書面の確定申告書への添付の意義（令和３．２．２６東京地判）＜租税判例速報＞,東京地,20210226,1,29062858;29062980;29062979;29062739;29062721,matched_multi
issn:0448-0791#1571#p101,強制わいせつ罪等を非親告罪とした「刑法の一部を改正する法律」（平成２９年法律第７２号）の経過措置を定めた同法附則２条２項と憲法３９条（令和２．３．１０最高三小判）＜最高裁時の判例 刑事＞,最高三小,20200310,1,28280883;28341593;28323210,matched_multi
issn:0448-0791#1571#p106,独占禁止法上の問題なしとされたプラットフォーム事業者による混合型企業結合（令和３．７．１公取委発表）＜経済法判例研究会３０４＞,,,0,,no_extract
issn:0448-0791#1571#p110,船主の責任制限阻却事由と原因者負担金の制限債権該当性（令和２．２．２１広島高決）＜商事判例研究３４５０＞,広島高,20200221,1,28284296,matched_unique
issn:0448-0791#1571#p114,混合契約における保険金殺人を理由とする重大事由解除の可否（令和元．７．１９東京地判）＜商事判例研究３４５１＞,東京地,20190719,1,29057696;29057634;29057689;29057385;29057678,matched_multi
issn:0448-0791#1571#p118,サムライ債にかかる債権者集会決議における裁判所認可の要否（令和元．１０．２９東京高判）＜商事判例研究３４５２＞,東京高,20191029,1,28282330,matched_unique
issn:0448-0791#1571#p122,公立小学校教員の時間外労働手当と国賠請求――埼玉県（小学校教員・時間外割増賃金請求）事件（令和３．１０．１さいたま地判）＜労働判例研究１４１７＞,さいたま地,20211001,1,28293409,matched_unique
issn:0448-0791#1571#p126,再雇用条件を提示した行為の適法性と再雇用契約成立の可否――アルパイン事件（令和元．５．２１東京地判）＜労働判例研究１４１８＞,東京地,20190521,1,28280344;29055586;28272386;29055615;29055856,matched_multi
issn:0448-0791#1571#p130,過少資本税制の適用が認められた事例（令和２．９．３東京地判）＜租税判例研究５９１＞,東京地,20200903,1,29061236;29061237;29060997;29060998;29061292,matched_multi
issn:0448-0791#1571#p134,不貞行為を理由とする不法行為に関する国際裁判管轄及び準拠法（令和２．９．２４東京地判）＜渉外判例研究７０３＞,東京地,20200924,1,28291028;29061128;29061225;29061212;28293188,matched_multi
issn:0448-0791#1571#p2,会社の自主再建と取締役の株主利益最大化義務（令和３．１１．１８東京高判）＜会社法判例速報＞,東京高,20211118,1,28300041;28301573,matched_multi
issn:0448-0791#1571#p4,誠実交渉命令と労働委員会の裁量権――山形県・県労委（国立大学法人山形大学）事件（令和４．３．１８最高二小判）＜労働判例速報＞,最高二小,20220318,1,28300647,matched_unique
issn:0448-0791#1571#p6,定期購入に関する表示の有利誤認表示該当性が争われた事例（令和３．９．２９名古屋高判）＜独禁法事例速報＞,名古屋高,20210929,1,28312987,matched_unique
issn:0448-0791#1571#p8,著作権訴訟における権利濫用の抗弁（令和３．１２．２２知財高判）＜知財判例速報＞,知財高,20211222,1,28300005,matched_unique
issn:0448-0791#1571#p97,会社法１８２条の４第１項に基づき株式の買取請求をした者が同法１８２条の５第５項に基づく支払を受けた場合における上記の者の同法３１８条４項にいう「債権者」該当性（令和３．７．５最高二小判）＜最高裁時の判例 民事＞,最高二小,20210705,1,28292267,matched_unique
issn:0448-0791#1572#p10,法人税法２２条２項と低額譲受けによる受贈益の計上（令和３．１０．２９東京地判）＜租税判例速報＞,東京地,20211029,1,29067282;29066914;29067162;28300407;29066956,matched_multi
issn:0448-0791#1572#p113,プリンタ本体の設計変更による互換品カートリッジ排除が問題になった事件（令和３．９．３０東京地判）＜経済法判例研究会３０５＞,東京地,20210930,1,29066726;29066504;29066441;29066343;29066507,matched_multi
issn:0448-0791#1572#p117,取締役選任決議不存在と会社株主間の債権譲渡の訴訟信託性（平成３１．２．１４東京高決）＜商事判例研究３４５３＞,東京高,20190214,1,,no_match
issn:0448-0791#1572#p121,外国人を被保険者とする生命保険契約の有効性および説明義務（令和元．５．２１東京地判）＜商事判例研究３４５４＞,東京地,20190521,1,28280344;29055586;28272386;29055615;29055856,matched_multi
issn:0448-0791#1572#p125,レセプト債の発行と取締役の対第三者責任――債権を発行した特別目的会社及びその主幹事社の取締役（令和３．３．２５札幌地判）＜商事判例研究３４５５＞,札幌地,20210325,1,28292646,matched_unique
issn:0448-0791#1572#p129,再雇用拒否の適法性とカスタマーハラスメントに関する安全配慮義務――ＮＨＫサービスセンター事件（令和３．１１．３０横浜地川崎支判）＜労働判例研究１４１９＞,横浜地川崎支,20211130,1,28301360;28302587,matched_multi
issn:0448-0791#1572#p133,持株会社の労組法上の使用者性と義務的団交事項該当性――国・中労委（昭和ホールディングス）事件（令和３．３．２４東京地判）＜労働判例研究１４２０＞,東京地,20210324,1,29064171;29063855;29064042;29063635;29064041,matched_multi
issn:0448-0791#1572#p137,不相当に高額な役員退職給与の判断基準（令和２．２．１９東京地判）＜租税判例研究５９２＞,東京地,20200219,1,29059145;29059198;29059146;29059184;29059106,matched_multi
issn:0448-0791#1572#p141,海外出張中の交通事故に対する出向先・出向元の民事責任の準拠法（令和２．２．２５東京地判）＜渉外判例研究７０４＞,東京地,20200225,1,28280917;29059126;29059125;29059187;29059153,matched_multi
issn:0448-0791#1572#p145,刑法１７５条のわいせつな電磁的記録又はわいせつな電磁的記録に係る記録媒体に該当するか否かを判断するに当たっての検討及び判断の方法，及び正当行為として違法性が阻却されるものではないとされた事例（令和２．７．１６最高一小判）＜刑事判例研究２２０＞,最高一小,20200716,1,28282018;28283567,matched_multi
issn:0448-0791#1572#p2,議決権行使の代理人資格の制限と弁護士（令和３．１１．２５東京地判）＜会社法判例速報＞,東京地,20211125,1,29067681;29067766;29067597;29067486;29067903,matched_multi
issn:0448-0791#1572#p4,葬儀会社の代理店の従業員と葬儀会社の関係と労働者派遣法４０条の６――続ベルコ事件（令和４．２．２５札幌地判）＜労働判例速報＞,札幌地,20220225,1,28301955,matched_unique
issn:0448-0791#1572#p6,マイナミ空港サービス事件東京地裁判決――排除型私的独占に対する排除措置命令等取消請求事件（令和４．２．１０東京地判）＜独禁法事例速報＞,東京地,20220210,1,29069226;29069477;29069333;29069212;29069243,matched_multi
issn:0448-0791#1572#p94,市場内取引による支配権取得・株主意思確認・ＭｏＭ要件――東京機械製作所事件（令和３．１１．９東京高決，令和３．１１．１８最高三小決）＜時論＞,東京高,20211109,1,28300778;28301904;28300124,matched_multi
issn:0448-0791#1573#p10,ゴルフ場用地に係る固定資産税の評価方法（令和４．３．３最高一小判）＜租税判例速報＞,最高一小,20220303,1,,date_only_court_miss
issn:0448-0791#1573#p120,宅地建物取引業法３条１項の免許を受けない者が宅地建物取引業を営むために免許を受けて宅地建物取引業を営む者からその名義を借り，当該名義を借りてされた取引による利益を両者で分配する旨の合意の効力（令和３．６．２９最高三小判）＜最高裁時の判例 民事＞,最高三小,20210629,1,28292211,matched_unique
issn:0448-0791#1573#p129,遊技機販売業者により構成される事業者団体による構成員に対する取引拒絶の勧奨（令和３．３．３０東京地決）＜経済法判例研究会３０６＞,東京地,20210330,1,28302136;29063996;29063756;29063952;29064221,matched_multi
issn:0448-0791#1573#p133,議決権行使に関する意思表示の錯誤と議長の職責（令和３．１２．７大阪高決）＜商事判例研究３４５６＞,大阪高,20211207,1,28300140,matched_unique
issn:0448-0791#1573#p137,再生品の製造販売に対する特許権の行使が権利濫用とされた事例（令和２．７．２２東京地判）＜商事判例研究３４５７＞,東京地,20200722,1,28290024;28283980;29060718;29060554;29060555,matched_multi
issn:0448-0791#1573#p141,双方過失による船舶衝突事故における責任及び損害の認定（平成３１．４．２６東京地判）＜商事判例研究３４５８＞,東京地,20190426,1,,no_match
issn:0448-0791#1573#p145,業務上の事故から約２年が経過した後に発症した労働者の精神疾患の業務起因性――国・一宮労基署長（ティーエヌ製作所）事件（令和３．４．２８名古屋高判）＜労働判例研究１４２１＞,名古屋高,20210428,1,28291772,matched_unique
issn:0448-0791#1573#p149,過労死賠償事件における特別支給金と慰謝料算定等――サンセイほか事件（令和３．１．２１東京高判）＜労働判例研究１４２２＞,東京高,20210121,1,28342239;28290839;28300229,matched_multi
issn:0448-0791#1573#p153,第三者に対する犯則調査と加算税賦課に係る「更正の予知」（令和３．２．２６東京地判）＜租税判例研究５９３＞,東京地,20210226,1,29062858;29062980;29062979;29062739;29062721,matched_multi
issn:0448-0791#1573#p2,清算人の権限と債務の承認（令和３．１１．１１大阪地判）＜会社法判例速報＞,大阪地,20211111,1,28293558;28300817;28293656,matched_multi
issn:0448-0791#1573#p4,業務外の原因により発病した精神障害の悪化と業務起因性――北九州東労働基準監督署長（インフォム・ＩＳＣＪ）事件（令和４．３．１８福岡地判）＜労働判例速報＞,福岡地,20220318,1,28310222;28301265,matched_multi
issn:0448-0791#1574#p103,財産の分与に関する処分の審判の申立てを却下する審判に対し相手方が即時抗告をすることの許否（令和３．１０．２８最高一小決）＜最高裁時の判例 民事＞,最高一小,20211028,1,28293262,matched_unique
issn:0448-0791#1574#p107,（１）刑法１６８条の２第１項にいう「その意図に沿うべき動作をさせず，又はその意図に反する動作をさせるべき不正な指令を与える電磁的記録」に当たるか否かの判断方法 （２）ウェブサイトの閲覧者の同意を得ることなくその電子計算機を使用して仮想通貨のマイニングを行わせるプログラムコードが不正指令電磁的記録に当たらないとされた事例（令和４．１．２０最高一小判）＜最高裁時の判例 刑事＞,最高一小,20220120,1,28300096,matched_unique
issn:0448-0791#1574#p111,景品表示法における「一般消費者」の意味と二重価格表示規制――ライフサポート事件（令和３．４．２２大阪地判）＜経済法判例研究会３０７＞,大阪地,20210422,1,28291711;28291741;28291640,matched_multi
issn:0448-0791#1574#p115,株主提案権行使と取締役会等議事録の閲覧謄写請求（令和３．１．１３神戸地尼崎支決，令和３．５．２８大阪高決）＜商事判例研究３４５９＞,神戸地尼崎支,20210113,1,,date_only_court_miss
issn:0448-0791#1574#p119,募集株式の帰属と取締役選任決議不存在――取締役の職務執行停止の仮処分が認められた事例（令和２．１．２７大分地決，令和２．６．３０大分地決）＜商事判例研究３４６０＞,大分地,20200127,1,28283153,matched_unique
issn:0448-0791#1574#p123,建築下請負人は完成建物に関する権利を注文者に主張できるか――所有権，留置権および占有（令和元．１０．２４東京地判）＜商事判例研究３４６１＞,東京地,20191024,1,29056274;29056203;29056204;29056647;29056332,matched_multi
issn:0448-0791#1574#p127,ストーカー行為による論旨免職処分・能力不足等による解雇の有効性――ＰｗＣあらた有限責任監査法人事件（令和３．７．１４東京高判）＜労働判例研究１４２３＞,東京高,20210714,1,28293474;28321743;28293580,matched_multi
issn:0448-0791#1574#p131,勤務シフトの削減分についての賃金請求の可否――シルバーハート事件（令和２．１１．２５東京地判）＜労働判例研究１４２４＞,東京地,20201125,1,29061974;29061823;29061911;29061850;28291063,matched_multi
issn:0448-0791#1574#p135,租税特別措置法６６条の６第１項が定める請求権の内容の勘案時点（令和３．３．１６東京地判）＜租税判例研究５９４＞,東京地,20210316,1,29063546;29063972;29063774;29063561;29063482,matched_multi
issn:0448-0791#1574#p91,不法行為に基づく損害賠償債務の遅延損害金と民法４０５条，中間利息控除（令和４．１．１８最高三小判）＜時論＞,最高三小,20220118,1,28300083,matched_unique
issn:0448-0791#1574#p97,法定利率改正と不法行為責任――最高裁令和４年１月２８日判決を契機に＜時論＞,,,0,,no_extract
issn:0448-0791#1575#p10,組織再編成の一環としてのグループ会社からの借入れと法人税法１３２条（令和４．４．２１最高一小判）＜租税判例速報＞,最高一小,20220421,1,28322069;28301801;28301800,matched_multi
issn:0448-0791#1575#p101,評価通達と平等原則――最高裁令和４年４月１９日判決を読む＜時論＞,,,0,,no_extract
